code	name	field of ed
AHCINF301A	Implement property improvement, construction and repair	040301
AHCINF302A	Plan and construct an electric fence	040301
AHCINF303A	Plan and construct conventional fencing	040301
AHCIRG101A	Support irrigation work	030907
AHCIRG201A	Assist with the operation of gravity fed irrigation	030907
AHCIRG202A	Assist with the operation of pressurised irrigation	030907
AHCIRG203A	Install micro-irrigation systems	030907
AHCIRG204A	Lay irrigation and/or drainage pipes	030907
AHCIRG205A	Maintain gravity-fed irrigation systems	030907
AHCIRG206A	Maintain pressurised irrigation systems	030907
AHCIRG207A	Carry out irrigation site preparation tasks	059999
AHCIRG208A	Assist with the installation and maintenance of pumps and flow control devices for irrigation	059999
AHCIRG209A	Carry out installation tasks for low volume irrigation	059999
AHCIRG210A	Carry out installation tasks for sprinkler irrigation	059999
AHCIRG211A	Assist with low volume irrigation operations	059999
AHCIRG212A	Assist with sprinkler irrigation operations	059999
AHCIRG213A	Assist with surface irrigation operations	059999
AHCIRG214A	Install micro-irrigation systems for landscaping	059999
AHCIRG301A	Implement a maintenance program for an irrigation system	030717
AHCIRG302A	Install irrigation systems	030907
AHCIRG303A	Measure irrigation delivery system performance	030907
AHCIRG304A	Operate gravity fed irrigation systems	030717
AHCIRG305A	Operate pressurised irrigation systems	030717
AHCIRG306A	Troubleshoot irrigation systems	030907
AHCIRG307A	Recommend irrigation products and services	080501
AHCIRG308A	Monitor soils under irrigation	059999
AHCIRG309A	Interpret and apply instructions to install pumps	059999
AHCIRG310A	Operate and maintain irrigation pumping systems	059999
AHCIRG311A	Install low volume irrigation components	059999
AHCIRG312A	Install sprinkler irrigation components	059999
AHCIRG313A	Install moving sprinkler irrigation components	059999
AHCIRG314A	Install surface irrigation structures and components	059999
AHCIRG315A	Interpret irrigation plans and drawings	059999
AHCIRG316A	Implement a low volume irrigation maintenance program	059999
AHCIRG317A	Implement a sprinkler irrigation maintenance program	059999
AHCIRG318A	Implement a moving sprinkler irrigation maintenance program	059999
AHCIRG319A	Implement a surface irrigation maintenance program	059999
AHCIRG320A	Maintain and repair irrigation drainage systems	059999
AHCIRG321A	Operate low volume irrigation systems	030717
AHCIRG322A	Operate sprinkler irrigation systems	030717
AHCIRG323A	Operate moving sprinkler irrigation systems	030717
AHCIRG324A	Operate surface irrigation systems	030717
AHCIRG325A	Operate irrigation technology	030717
AHCIRG326A	Operate irrigation injection equipment	030717
AHCIRG327A	Implement an irrigation schedule	059999
AHCIRG401A	Acquire resources for irrigation installation and construction	059999
AHCIRG402A	Determine hydraulic parameters for an irrigation system	059999
AHCIRG403A	Determine seasonal irrigation scheduling tasks	059999
AHCIRG404A	Implement an irrigation-related environmental protection program	059999
AHCIRG405A	Plan and coordinate gravity-fed irrigation systems	030907
AHCIRG406A	Plan on-site irrigation system installation and construction work	080315
AHCIRG407A	Supervise on-site irrigation installation and construction work	080315
AHCIRG408A	Schedule irrigations	030717
AHCIRG409A	Implement, monitor and adjust irrigation schedules	059999
AHCIRG410A	Select and manage pumping systems for irrigation	059999
AHCIRG411A	Construct and install a low volume irrigation system	059999
AHCIRG412A	Construct and install a sprinkler irrigation system	059999
AHCIRG413A	Construct and install a moving sprinkler irrigation system	059999
AHCIRG414A	Construct and install a surface irrigation system	059999
AHCIRG415A	Interpret and apply irrigation designs	059999
AHCIRG416A	Supervise low volume irrigation maintenance	059999
AHCIRG417A	Supervise sprinkler irrigation maintenance	059999
AHCIRG418A	Supervise moving sprinkler irrigation maintenance	059999
AHCIRG419A	Supervise surface irrigation maintenance	059999
AHCIRG420A	Manage a low volume irrigation system	059999
AHCIRG421A	Manage a sprinkler irrigation system	059999
AHCIRG422A	Manage a moving sprinkler irrigation system	059999
AHCIRG423A	Manage a surface irrigation system	059999
AHCIRG424A	Construct and install an irrigation drainage system	030907
AHCIRG425A	Monitor and control irrigation drainage systems	059999
AHCIRG426A	Evaluate water supply for irrigation	059999
AHCIRG427A	Plan and supervise on-site irrigation system installation and construction work	059999
AHCIRG428A	Provide irrigation sales and service	080501
AHCIRG501A	Audit irrigation systems	059999
AHCIRG502A	Design irrigation system maintenance and monitoring programs	059999
AHCIRG503A	Design irrigation, drainage and water treatment systems	030907
AHCIRG504A	Develop an irrigation and drainage management plan	059999
AHCIRG505A	Establish and maintain an irrigation-related environmental protection program	059999
AHCLPW301A	Supervise park visitor activities	050901
AHCLPW303A	Construct access tracks	040399
AHCLPW304A	Carry out inspection of designated area	050901
AHCLPW305A	Perform diving for scientific purposes	010907
AHCLPW306A	Undertake sampling and testing of water	019909
AHCLPW401A	Process applications for changes in land use	080301
AHCLPW402A	Implement land and sea management practices	050901
AHCLPW403A	Inspect and monitor cultural places	050901
AHCLPW404A	Produce maps for land management purposes	031103
AHCLPW405A	Monitor biodiversity	050901
AHCLPW501A	Develop a management plan for a designated area	050901
AHCLPW503A	Assess applications for legislative compliance	080301
AHCLPW504A	Review assessments for legislative compliance	080301
AHCLPW505A	Implement natural and cultural resource management plans	050901
AHCLPW506A	Investigate suspected breaches of Natural Resource Management (NRM) legislation	050901
AHCLPW601A	Coordinate the preparation of a regional resource management plan	080301
AHCLSC101A	Support landscape work	050301
AHCLSC201A	Assist with landscape construction work	050301
AHCLSC202A	Construct low-profile timber or modular retaining walls	040301
AHCLSC203A	Install aggregate paths	040399
AHCLSC204A	Lay paving	040399
AHCLSC205A	Install tree protection devices	050301
AHCLSC301A	Set out site for construction works	040303
AHCLSC302A	Construct landscape features using concrete	040301
AHCLSC303A	Construct brick and/or block structures and features	040309
AHCLSC304A	Erect timber structures and features	040311
AHCLSC305A	Construct stone structures and features	040309
AHCLSC306A	Implement a paving project	040399
AHCLSC307A	Implement a retaining wall project	040105
AHCLSC308A	Install metal structures and features	040301
AHCLSC309A	Install water features	040105
AHCLSC310A	Implement a tree transplanting program	050301
AHCLSC401A	Supervise landscape project works	080399
AHCLSC501A	Survey and establish site levels	040305
AHCLSC502A	Manage landscape projects	040105
AHCLSC503A	Manage a tree transplanting program	050301
AHCLSK101A	Support extensive livestock work	050105
AHCLSK102A	Support intensive livestock work	050105
AHCLSK201A	Assist with feeding in a production system	050105
AHCLSK202A	Care for health and welfare of livestock	050105
AHCLSK203A	Carry out birthing duties	050105
AHCLSK204A	Carry out regular livestock observation	050105
AHCLSK205A	Handle livestock using basic techniques	050105
AHCLSK206A	Identify and mark livestock	050105
AHCLSK207A	Load and unload livestock	050105
AHCLSK208A	Monitor livestock to parturition	050105
AHCLSK209A	Monitor water supplies	059999
AHCLSK210A	Muster and move livestock	050105
AHCLSK211A	Provide feed for livestock	050105
AHCLSK212A	Ride horses to carry out stock work	050105
AHCLSK213A	Clean out production sheds	050105
AHCLSK214A	Maintain production growing environments	050105
AHCLSK215A	Carry out alpaca handling and husbandry operations	050105
AHCLSK301A	Administer medication to livestock	050105
AHCLSK302A	Mate and monitor reproduction of alpacas	050105
AHCLSK303A	Carry out feedlot operations	050105
AHCLSK304A	Carry out post-mortem examination of livestock	060113
AHCLSK305A	Maintain livestock water supplies	050105
AHCLSK306A	Coordinate and monitor production performance	050105
AHCLSK307A	Euthanase livestock	050105
AHCLSK308A	Identify and draft livestock	050105
AHCLSK309A	Implement animal health control programs	050105
AHCLSK310A	Implement feeding plans for intensive production	050105
AHCLSK311A	Implement feeding plans for livestock	050105
AHCLSK312A	Coordinate artificial insemination and fertility management of livestock	050105
AHCLSK313A	Monitor livestock production growing environments	050105
AHCLSK314A	Prepare animals for parturition	050105
AHCLSK315A	Prepare for and implement natural mating of livestock	050105
AHCLSK316A	Prepare livestock for competition	050105
AHCLSK317A	Plan to exhibit livestock	050105
AHCLSK318A	Rear newborn and young livestock	050105
AHCLSK319A	Slaughter livestock	110105
AHCLSK320A	Coordinate and monitor livestock transport	080501
AHCLSK321A	Service and repair bores and windmills	030717
AHCLSK322A	Transport farm produce or bulk materials	089901
AHCLSK323A	Maintain and monitor feed stocks	089901
AHCLSK324A	Care for and train working dogs	050105
AHCLSK325A	Castrate livestock	050105
AHCLSK326A	Mix and mill standard stockfeed	050105
AHCLSK327A	Collect, store and administer colostrum	050105
AHCLSK328A	Remove and facilitate reuse of effluent and manure from an intensive production system	050105
AHCLSK329A	Implement procedures for calving	050105
AHCLSK330A	Implement procedures for foaling down mares	050105
AHCLSK331A	Comply with industry animal welfare requirements	050105
AHCLSK332A	Monitor animals in intensive production systems	050105
AHCLSK333A	Monitor pen condition and ration suitability	050105
AHCLSK334A	Plan, prepare and conduct mulesing procedures	
AHCLSK335A	Conduct dropped ovary technique procedures for spaying cattle	050105
AHCLSK401A	Develop feeding plans for a production system	050105
AHCLSK402A	Develop livestock feeding plans	050105
AHCLSK403A	Escort livestock during export	050105
AHCLSK404A	Implement and monitor animal welfare programs	050105
AHCLSK405A	Implement intensive production systems	050105
AHCLSK406A	Oversee animal marking operations	050105
AHCLSK407A	Plan and monitor intensive production systems	050105
AHCLSK408A	Pregnancy test animals	050105
AHCLSK409A	Supervise animal health programs	050105
AHCLSK410A	Supervise feedlot operations	050105
AHCLSK411A	Supervise natural mating of livestock	050105
AHCLSK412A	Arrange livestock purchases	050105
AHCLSK413A	Design livestock handling facilities	040301
AHCLSK414A	Arrange transport for farm produce or livestock	089901
AHCLSK415A	Oversee alpaca farm activities	050105
AHCLSK416A	Identify and select animals for breeding	050105
AHCLSK417A	Manage horses for stock work	050105
AHCLSK418A	Escort livestock during export	050105
AHCLSK501A	Manage livestock production	050105
AHCLSK502A	Arrange marketing of livestock	080321
